given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Freinsheim, Rheinland-Pfalz (Germany)",49.5066726,8.2108403,"67251 Freinsheim, Germany",,,,,67251,,Freinsheim,,Landkreis Bad Dürkheim,Rhineland-Palatinate,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Leland, North Carolina (United States of America)",34.2203056,-78.0335992,"Leland, NC, United States of America",,,,,,,Leland,,Brunswick County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vega Alta (Puerto Rico),,,,,,,,,,,,,,,,,,,,,
Estado de México (Mexico),18.01981,-90.88107,"Estado de Mexico, Candelaria, Mexico",,,,,,,Estado de Mexico,,Candelaria,Campeche,CAM,Mexico,mx,0.95,,,,https://www.whosonfirst.org/docs/licenses/
"Kagoshima, Kagoshima (Japan)",31.5841689,130.543387,"Kagoshima, 892-8677, Japan",,,,,892-8677,,Kagoshima,,Kagoshima Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wellington, Wellington (New Zealand)",-41.2887953,174.7772114,"Wellington 6011, New Zealand",,,,Wellington,6011,,Wellington,,Wellington City,Wellington,WGN,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Alytus (Lithuania),54.3961344,24.0459268,"Alytus, Alytaus miesto savivaldybė, Lithuania",,,,,,,Alytus,,Alytaus miesto savivaldybė,Alytus County,,Lithuania,lt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Warwick, Rhode Island (United States of America)",41.7002024,-71.4161108,"Warwick, Warwick, RI, United States of America",,,,,,Warwick,Warwick,,Kent County,Rhode Island,RI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Providence, Rhode Island (United States of America)",41.8239891,-71.4128343,"Providence, RI, United States of America",,,,,,,Providence,,Providence County,Rhode Island,RI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Walnut Creek, California (United States of America)",37.9020731,-122.0618702,"Walnut Creek, CA, United States of America",,,,,,,Walnut Creek,,Contra Costa County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seymour, Indiana (United States of America)",38.9592201,-85.8902547,"Seymour, IN, United States of America",,,,,,,Seymour,,Jackson County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Abbotsford, British Columbia (Canada)",49.0521162,-122.329479,"Abbotsford, BC, Canada",,,,,,,Abbotsford,,Fraser Valley Regional District,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Anderson, South Carolina (United States of America)",34.5068601,-82.6506264,"Anderson, SC, United States of America",,,,,,,Anderson,,Anderson County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tennessee (United States of America),35.7730076,-86.2820081,"TN, United States of America",,,,,,,,,,Tennessee,TN,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Barcelona, Cataluña (Spain)",41.3828939,2.1774322,"08001 Barcelona, Spain",,,,,08001,,Barcelona,B,Barcelona,Catalonia,,Spain,es,1,0.5444444444444444,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Akita, Akita (Japan)",39.7197629,140.1034669,"Akita, Akita Prefecture, Japan",,,,,,,Akita,,Akita Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Long Beach, California (United States of America)",33.7690164,-118.191604,"Long Beach, CA, United States of America",,,,,,,Long Beach,,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nuevo Laredo, Tamaulipas (Mexico)",27.4761506,-99.5185992,"88209 Nuevo Laredo, TAM, Mexico",,,,Nuevo Laredo,88209,,Nuevo Laredo,,Municipio de Nuevo Laredo,Tamaulipas,TAM,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Medford, Massachusetts (United States of America)",42.4184296,-71.1061639,"Medford, MA, United States of America",,,,,,,Medford,,Middlesex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nürnberg, Bayern (Germany)",49.453872,11.077298,"Nuremberg, Bavaria, Germany",,,,,,,Nuremberg,,,Bavaria,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Virginia (United States of America),38.4758406,-80.8408415,"WV, United States of America",,,,,,,,,,West Virginia,WV,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rockford, Illinois (United States of America)",42.2713945,-89.093966,"Rockford, IL, United States of America",,,,,,,Rockford,,Winnebago County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wokingham, Berkshire, England (United Kingdom)",51.4120318,-0.8324037,"Wokingham, ENG, United Kingdom",,,,,,,Wokingham,WOK,Wokingham,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tarpon Springs, Florida (United States of America)",28.148082950000003,-82.74380159717906,"Tarpon Springs, FL 34689, United States of America",,,,Tarpon Springs,34689,,Tarpon Springs,,Pinellas County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sewell, New Jersey (United States of America)",39.7665029,-75.1443435,"Sewell, Mantua Township, NJ 08090, United States of America",,,,Sewell,08090,Sewell,Mantua Township,,Gloucester County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hebron, Indiana (United States of America)",41.3186482,-87.2003091,"Hebron, IN 46341, United States of America",,,,,46341,,Hebron,,Porter County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mays Landing, New Jersey (United States of America)",39.4523326,-74.727661,"Mays Landing, NJ 08330, United States of America",,,,Mays Landing,08330,,Mays Landing,,Atlantic County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Halberstadt, Sachsen-Anhalt (Germany)",51.8953514,11.0520563,"38820 Halberstadt, Germany",,,,,38820,,Halberstadt,,Landkreis Harz,Saxony-Anhalt,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sweetwater, Texas (United States of America)",32.4709519,-100.405938,"Sweetwater, TX 79556, United States of America",,,,,79556,,Sweetwater,,Nolan County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Paterson, New Jersey (United States of America)",40.9167654,-74.171811,"Paterson, NJ, United States of America",,,,,,,Paterson,,Passaic County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Swinton, South Yorkshire, England (United Kingdom)",53.4865039,-1.3257893,"Swinton, S64 8HW, United Kingdom",,,,Swinton,S64 8HW,,Swinton,,Yorkshire and the Humber,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Osterholz-Scharmbeck, Niedersachsen (Germany)",53.2281763,8.7948239,"27711 Osterholz-Scharmbeck, Germany",,,,,27711,,Osterholz-Scharmbeck,,Landkreis Osterholz,Lower Saxony,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Matsumoto, Nagano (Japan)",36.2382047,137.9687141,"Matsumoto, Nagano Prefecture, Japan",,,,,,,Matsumoto,,Nagano Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gómez Palacio, Durango (Mexico)",25.5732473,-103.494779,"35010 Gómez Palacio, DUR, Mexico",,,,Gómez Palacio,35010,,Gómez Palacio,,Gómez Palacio,Durango,DUR,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Uniontown, Pennsylvania (United States of America)",39.900076,-79.7164326,"Uniontown, PA, United States of America",,,,,,,Uniontown,,Fayette County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Worth, Texas (United States of America)",32.753177,-97.3327459,"Fort Worth, TX, United States of America",,,,,,,Fort Worth,,Tarrant County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Jackson, Tennessee (United States of America)",35.6144446,-88.8177418,"Jackson, TN, United States of America",,,,,,,Jackson,,Madison County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Århus, Midtjylland (Denmark)",56.1496278,10.2134046,"8000 Aarhus, Denmark",,,,Aarhus,8000,,Aarhus,,,Central Denmark Region,,Denmark,dk,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blue Ball, Pennsylvania (United States of America)",40.1187084,-76.0471691,"Blue Ball, PA 17506, United States of America",,,,Blue Ball,17506,,Blue Ball,,,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Olympia, Washington (United States of America)",47.0451022,-122.8950075,"Olympia, WA, United States of America",,,,,,,Olympia,,Thurston County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Milford, Massachusetts (United States of America)",42.1413353,-71.5192019,"Milford, MA, United States of America",,,,,,,Milford,,Worcester County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nova Friburgo, Río de Janeiro (Brazil)",-22.2800004,-42.5325303,"New Fribourg, Região Geográfica Intermediária de Petrópolis, Brazil",,,,,,,New Fribourg,,Região Geográfica Intermediária de Petrópolis,Rio de Janeiro,RJ,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lima, Ohio (United States of America)",40.7399785,-84.105006,"Lima, OH, United States of America",,,,,,,Lima,,Allen County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bosnia and Herzegovina,44.3053476,17.5961467,Bosnia and Herzegovina,,,,,,,,,,,,Bosnia and Herzegovina,ba,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tulsa, Oklahoma (United States of America)",36.1556805,-95.9929113,"Tulsa, OK, United States of America",,,,,,,Tulsa,,Tulsa County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kobe, Hyogo (Japan)",34.6932379,135.1943764,"Kobe, Hyogo Prefecture, Japan",,,,,,,Kobe,,Hyogo Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Takamatsu, Kagawa (Japan)",34.3425592,134.0465338,"Takamatsu, Kagawa Prefecture, Japan",,,,,,,Takamatsu,,Kagawa Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"East Brunswick, New Jersey (United States of America)",40.42788,-74.41598,"East Brunswick, NJ, United States of America",East Brunswick Township,,,,,,East Brunswick,,Middlesex County,New Jersey,NJ,United States,us,1,1,,,https://www.whosonfirst.org/docs/licenses/
"Denton, Texas (United States of America)",33.2150386,-97.1330516,"Denton, TX, United States of America",,,,,,,Denton,,Denton County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alvin, Texas (United States of America)",29.4238472,-95.2441009,"Alvin, TX, United States of America",,,,,,,Alvin,,Brazoria County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"North Shields, Tyne and Wear, England (United Kingdom)",55.0087655,-1.4471035,"North Shields, North Tyneside, NE29 6QF, United Kingdom",,,,North Shields,NE29 6QF,,North Tyneside,,Tyne and Wear,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Los Alamos, New Mexico (United States of America)",35.88137,-106.2989597,"Los Alamos, NM, United States of America",,,,,,,Los Alamos,,Los Alamos County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sunset Beach, California (United States of America)",33.7179231,-118.0706056,"Sunset Beach, CA, United States of America",,,,,,Sunset Beach,,,Orange County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Finland,63.2467777,25.9209164,Finland,,,,,,,,,,,,Finland,fi,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Erie, Ontario (Canada)",42.91308,-78.918611,"Fort Erie, ON, Canada",,,,,,,Fort Erie,,Niagara Region,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Warrington, Cheshire, England (United Kingdom)",53.3899497,-2.5943178,"Warrington, WA1, United Kingdom",,,,Warrington,WA1,,Warrington,WRT,Warrington,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Greenwich, Connecticut (United States of America)",41.0264862,-73.6284598,"Greenwich, CT, United States of America",,,,,,,Greenwich,,Fairfield County,Connecticut,CT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Decatur, Illinois (United States of America)",39.8454163,-88.9524151,"Decatur, IL, United States of America",,,,,,,Decatur,,Macon County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hitchin, Hertfordshire, England (United Kingdom)",51.9464129,-0.2791646,"Hitchin, North Hertfordshire, SG5, United Kingdom",,,,Hitchin,SG5,,North Hertfordshire,HRT,Hertfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Florianópolis, Santa Catarina (Brazil)",-27.5973002,-48.5496098,"Florianópolis, SC, Brazil",,,,,,,Florianópolis,,,Santa Catarina,SC,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
