,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
1741,Brian Rogowski,240 lbs. (109 kg) at 6'1'' (1.85 m),"Minneapolis, Minnesota (United States of America)",??th November 1970,1993,Bryant Anderson,,,
1744,Ramos González,233 lbs. (106 kg) at 6'0'' (1.83 m),Dorado (Puerto Rico),4th May 1972 (age 49),1990,Ray González,,,
2049,Yuki Miyazaki,165 lbs. (75 kg) at 5'4'' (1.63 m),"Anjo, Aichi (Japan)",2nd February 1979 (age 43),8th January 1995 (27 years ago),Police Wo~man ,,,
2083,Archie Danny Underwood,,"Hodgenville, Kentucky (United States of America)",13th September 1937,,Danny Little Bear,12th May 1991,,
2267,Tsutomu Osugi,132 lbs. (60 kg) at 5'4'' (1.63 m),"Miki, Hyogo (Japan)",10th January 1985 (age 37),16th May 2004 (17 years ago),Milanito Collection a.t.,,,
2339,Alfonso Carlos Chicharro,240 lbs. (109 kg) at 6'3'' (1.91 m),Spain,7th July 1932,1947,Hercules Cortez,23rd July 1971,,
2373,Eldon Lee Whittler,,"Butte, Montana (United States of America)",7th July 1935,1956,Smasher Sloan,1999,,275 lbs. (125 kg)
2560,William M. Miller,,"Fremont, Ohio (United States of America)",5th June 1927,12th April 1951 (70 years ago),Bill Miller,24th March 1997,,
3248,Ronald Edward Welch,,United States of America,3rd March 1948 (age 74),,Ron Fuller,,6'9'' (2.06 m),
4251,unknown,,"Gómez Palacio, Durango (Mexico)",1991,2007,Zacarías,,3'9'' (1.14 m),
4736,Phil Barham,238 lbs. (108 kg) at 6'0'' (1.83 m),"London, Greater London, England (United Kingdom)",4th September 1968 (age 53),1988,Flash Barker,,,
5463,unknown,190 lbs. (86 kg) at 5'8'' (1.73 m),"Montréal, Quebec (Canada)",2nd June 1984 (age 37),31st October 2001 (20 years ago),Max Boyer,,,
5523,Thomas Giesen,,Germany,28th February 1977 (age 45),,Thommy Giesen,,,
5895,Jared Pridgin,220 lbs. (100 kg) at 6'1'' (1.85 m),"Montgomery, Alabama (United States of America)",1980,2004,Adam Revolver,,,
6117,unknown,172 lbs. (78 kg) at 5'8'' (1.73 m),"Brampton, Ontario (Canada)",,,Lionel Knight,,,
7062,unknown,210 lbs. (95 kg) at 5'11'' (1.80 m),"Salem, New Hampshire (United States of America)",,??th October 2000,Brian Fury,,,
7494,Carlos Newton,170 lbs. (77 kg) at 5'9'' (1.75 m),British Virgin Islands,17th August 1976 (age 45),26th April 1996 (25 years ago),Carlos Newton,,,
7656,Matthew Charles Wiman,155 lbs. (70 kg) at 5'10'' (1.78 m),"Denver, Colorado (United States of America)",19th September 1983 (age 38),14th August 2004 (17 years ago),Matt Wiman,,,
7891,unknown,210 lbs. (95 kg) at 6'2'' (1.88 m),"Catskill, New York (United States of America)",1986,2002,James Stone,,,
8485,Jeff Gardner,185 lbs. (84 kg) at 5'9'' (1.75 m),United States of America,15th February ???,,Abudadein,,,
8813,unknown,,"Hoddesdon, Hertfordshire, England (United Kingdom)",5th April 1983 (age 38),,Riccardo Young,,5'11'' (1.80 m),
9203,unknown,,"Mansfield, Nottinghamshire, England (United Kingdom)",,,Howard Digby,,,
9853,Kimberly Joy Couture,135 lbs. (61 kg) at 5'8'' (1.73 m),"Walsenburg, Colorado (United States of America)",18th December 1975 (age 46),20th June 2008 (13 years ago),Kim Couture ,,,
10667,Joelene C. Parker,139 lbs. (63 kg) at 5'1'' (1.55 m),"Vancouver, British Columbia (Canada)",2nd March 1952 (age 70),,Sandy Parker ,,,
10964,Roger Gracie Gomes,185 lbs. (84 kg) at 6'4'' (1.93 m),"Río de Janeiro, Río de Janeiro (Brazil)",26th September 1981 (age 40),12th February 2006 (16 years ago),Roger Gracie,,,
11136,Yves Ed'duvill Edwards,155 lbs. (70 kg) at 5'10'' (1.78 m),Nassau (Bahamas),30th September 1976 (age 45),26th October 1997 (24 years ago),Yves Edwards,,,
11486,Sergio Marca,181 lbs. (82 kg) at 5'6'' (1.68 m),Mexico,18th January 1987 (age 35),2002,Carta Brava Jr.,,,
11783,Yukio Sakaguchi,155 lbs. (70 kg) at 5'10'' (1.78 m),"Tokyo, Tokyo (Japan)",26th July 1973 (age 48),27th April 2007 (14 years ago),Yukio Sakaguchi,,,
12453,Ryo Kawamura,205 lbs. (93 kg) at 5'11'' (1.80 m),Gifu (Japan),29th June 1981 (age 40),27th July 2005 (16 years ago),Rocky Kawamura #2,,,
12859,Stanislav Nedkov,185 lbs. (84 kg) at 5'11'' (1.80 m),Veliko Tarnovo (Bulgaria),12th September 1981 (age 40),25th March 2007 (14 years ago),Stanislav Nedkov,,,
13762,Tarec Saffiedine,170 lbs. (77 kg) at 5'10'' (1.78 m),"Brussel, Brussels Hoofdstedelijk Gewest (Belgium)",6th September 1986 (age 35),31st March 2007 (14 years ago),Tarec Saffiedine,,,
14413,unknown,,United States of America,,2007,Aaron Adams,,,
14607,Michael Schiavello,,Australia,1975,,Michael Schiavello,,,
14971,Yves Jabouin,135 lbs. (61 kg) at 5'6'' (1.68 m),Port-au-Prince (Haiti),30th May 1979 (age 42),12th May 2001 (20 years ago),Yves Jabouin,,,
16554,Karl Ring,185 lbs. (84 kg) at 6'1'' (1.85 m),"Cedar Falls, Iowa (United States of America)",10th February 1979 (age 43),23rd February 2002 (20 years ago),Nick Ring,,,
18769,unknown,,"Monterrey, Nuevo León (Mexico)",9th November 1999 (age 22),2009,Lady Flamer ,,,
19504,unknown,,"Guadalajara, Jalisco (Mexico)",20th August 1992 (age 29),2011,Oro Jr.,,,
20738,Saki Kashima,106 lbs. (48 kg) at 5'4'' (1.63 m),"Matsue, Shimane (Japan)",5th May 1993 (age 28),12th June 2011 (10 years ago),Saki Kashima ,,,
21303,Jae Kyung Lee,265 lbs. (120 kg) at 6'3'' (1.91 m),"Kitami, Hokkaido (Japan)",19th January 1989 (age 33),17th August 2011 (10 years ago),Jake Lee,,,
21337,unknown,176 lbs. (80 kg) at 5'9'' (1.75 m),"Sydney, New South Wales (Australia)",13th February 1990 (age 32),9th March 2008 (14 years ago),Robbie Eagles,,,
21959,Francis Carmont,185 lbs. (84 kg) at 6'3'' (1.91 m),"Paris, Île-de-France (France)",10th November 1981 (age 40),29th February 2004 (18 years ago),Francis Carmont,,,
22080,Mwimbi Papy Abedi,170 lbs. (77 kg) at 5'11'' (1.80 m),Kinshasa (Democratic Republic of the Congo),30th June 1978 (age 43),16th December 2006 (15 years ago),Papy Abedi,,,
22658,Daniel Pineda,145 lbs. (66 kg) at 5'7'' (1.70 m),Texas (United States of America),6th August 1985 (age 36),13th April 2007 (14 years ago),Daniel Pineda,,,
23166,Luke Vedick,,"Morecambe, Lancashire, England (United Kingdom)",,,Luke Baxter,,,
23665,John Lineker dos Santos de Paula,125 lbs. (57 kg) at 5'2'' (1.57 m),"Paranaguá, Paraná (Brazil)",1st January 1990 (age 32),5th September 2008 (13 years ago),John Lineker,,,
25801,Caleb Seltzer,,"Boston, Massachusetts (United States of America)",,,Caleb Seltzer,,,
28563,unknown,172 lbs. (78 kg) at 5'10'' (1.78 m),Germany,21st March 1990 (age 31),21st April 2012 (9 years ago),Franz Engel,,,
28933,unknown,198 lbs. (90 kg) at 6'1'' (1.85 m),"Kanazawa, Ishikawa (Japan)",26th October 1993 (age 28),30th March 2014 (7 years ago),Naoya Nomura,,,
28969,unknown,130 lbs. (59 kg) at 5'4'' (1.63 m),Japan,9th January 1990 (age 32),24th November 2014 (7 years ago),Maya Yukihi ,,,
29948,unknown,,"Charleston, South Carolina (United States of America)",,,Peter Kaasa,,,
30249,Gregory Hamilton,,Ohio (United States of America),,,Greg Hamilton,,5'10'' (1.78 m),
30645,unknown,,"New Brunswick, New Jersey (United States of America)",22nd January 1992 (age 30),21st November 2015 (6 years ago),Mickey Gall,,,170 lbs. (77 kg)
31425,unknown,161 lbs. (73 kg) at 5'9'' (1.75 m),Ontario (Canada),,??th August 2014,Space Monkey,,,
1560,Shantelle Larissa Malawski,115 lbs. (52 kg) at 5'3'' (1.60 m),"Toronto, Ontario (Canada)",26th January 1986 (age 36),??th June 2003,Taylor Wilde ,,,
237,Steven Franklin Williams,281 lbs. (127 kg) at 6'2'' (1.88 m),"Lakewood, Colorado (United States of America)",14th May 1960,1979,Steve Williams,29th December 2009,,
8543,Matthew Frederick Riddle,170 lbs. (77 kg) at 6'1'' (1.85 m),"Allentown, Pennsylvania (United States of America)",14th January 1986 (age 36),21st June 2008 (13 years ago),Riddle,,,
277,Lawrence Michael Rotunda,248 lbs. (112 kg) at 6'3'' (1.91 m),"St. Petersburg, Florida (United States of America)",30th March 1958 (age 63),22nd October 1981 (40 years ago),Mike Rotunda,,,
2818,José Guadalupe Ibarra Andrade,181 lbs. (82 kg) at 5'9'' (1.75 m),"Victoria de Durango, Durango (Mexico)",9th December 1980 (age 41),13th August 1998 (23 years ago),Escoria,,,
23099,Adam David,250 lbs. (113 kg) at 6'2'' (1.88 m),"New York City, New York (United States of America)",18th January 1986 (age 36),18th February 2012 (10 years ago),The Big O,,,
164,Gregory Shane Helms,191 lbs. (87 kg) at 6'0'' (1.83 m),"Smithfield, North Carolina (United States of America)",12th July 1974 (age 47),6th June 1991 (30 years ago),Gregory Shane Helms,,,
1331,unknown,,Mexico,6th November 1959 (age 62),2nd September 1978 (43 years ago),Máscara Sagrada,,,
2711,CJ Banks,181 lbs. (82 kg) at 5'7'' (1.70 m),"Southport, Merseyside, England (United Kingdom)",10th June 1988 (age 33),,CJ Banks,,,
3778,Vincent Gerard Lewis Durling,164 lbs. (74 kg) at 5'10'' (1.78 m),"Wilkes-Barre, Pennsylvania (United States of America)",4th February 1986 (age 36),2nd May 2004 (17 years ago),Vin Gerard,,,
30612,Paige Wooding,159 lbs. (72 kg) at 5'5'' (1.65 m),"Southampton, Hampshire, England (United Kingdom)",23rd April 1995 (age 26),,Jamie Hayter ,,,
1292,Florian Winbush,164 lbs. (74 kg) at 5'11'' (1.80 m),"Landstuhl, Rheinland-Pfalz (Germany)",1st April ???,2001,X-Dream,,,
2099,Lawrence Boris Simon,220 lbs. (100 kg) at 5'10'' (1.78 m),"Newark, New Jersey (United States of America)",28th June 1933,1955,Boris Malenko,1st September 1994,,
1479,Susumu Mochizuki,165 lbs. (75 kg) at 5'8'' (1.73 m),"Yokosuka, Kanagawa (Japan)",18th August 1978 (age 43),22nd November 1998 (23 years ago),Susumu Yokosuka,,,
1609,Kiyoshi Tamura,195 lbs. (88 kg) at 5'11'' (1.80 m),"Okayama, Okayama (Japan)",17th December 1969 (age 52),21st May 1989 (32 years ago),Kiyoshi Tamura,,,
1712,Don Heaton,,"Hurricane, Utah (United States of America)",29th April 1931,3rd August 1950 (71 years ago),Don Leo Jonathan,13th October 2018,6'5'' (1.96 m),
3910,unknown,360 lbs. (163 kg) at 6'3'' (1.91 m),"Manchester, Greater Manchester, England (United Kingdom)",10th May 1990 (age 31),??th November 2006,Cyanide,,,
12881,unknown,220 lbs. (100 kg) at 6'0'' (1.83 m),"Guadalajara, Jalisco (Mexico)",14th April 1985 (age 36),2002,Ráfaga,,,
21967,unknown,,Australia,,,Mike Petersen,,,
2158,Herbert Palafox,216 lbs. (98 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",10th April 1960,1979,Súper Muñeco,9th February 2022,,
1073,Charles Joseph Poomaikalani Kalani,255 lbs. (116 kg) at 5'11'' (1.80 m),"Honolulu, Hawaii (United States of America)",6th January 1930,1958,Toru Tanaka,22nd August 2000,,
623,Tomoko Kitamura,172 lbs. (78 kg) at 5'7'' (1.70 m),"Hasuda, Saitama (Japan)",28th July 1963 (age 58),10th May 1980 (41 years ago),Lioness Asuka ,,,
1478,Makoto Saito,183 lbs. (83 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",16th April 1974 (age 47),23rd April 1996 (25 years ago),K-ness,,,
2149,Guillermo Martínez Cid,192 lbs. (87 kg) at 5'7'' (1.70 m),"Tlalnepantla de Baz, Estado de México (Mexico)",29th July 1972 (age 49),24th July 1988 (33 years ago),Bombero Infernal,,,
2570,Yoshikuni Kimura,216 lbs. (98 kg) at 5'10'' (1.78 m),"Tochigi, Tochigi (Japan)",18th October 1976,16th March 1993 (28 years ago),Gran Naniwa,6th October 2010,,
3468,Shigemasa Kanaya,231 lbs. (105 kg) at 5'11'' (1.80 m),"Osaka, Osaka (Japan)",27th January 1982 (age 40),??th November 2006,Zeus,,,
3515,Shinobu Sugawara,163 lbs. (74 kg) at 5'7'' (1.70 m),"Tome, Miyagi (Japan)",2nd September 1980 (age 41),29th February 2004 (18 years ago),Shinobu,,,
5375,Salvador Lutteroth González,,"Colotlán, Jalisco (Mexico)",21st March 1897,,Salvador Lutteroth,5th September 1987,,
7580,Takanori Gomi,155 lbs. (70 kg) at 5'8'' (1.73 m),Kanagawa (Japan),22nd September 1978 (age 43),27th November 1998 (23 years ago),Takanori Gomi,,,
8021,unknown,,United Kingdom,,,Kid McCoy,,,
8416,Bret Como,180 lbs. (82 kg) at 5'7'' (1.70 m),"Vernon, British Columbia (Canada)",,1989,Black Dragon,,,
8721,Kent Patrick Brink,269 lbs. (122 kg) at 6'5'' (1.96 m),"Laurel, Maryland (United States of America)",28th September 1980 (age 41),31st August 2001 (20 years ago),Pat Brink,,,
11473,Joseph Rolando Benavidez,125 lbs. (57 kg) at 5'4'' (1.63 m),"San Antonio, Texas (United States of America)",31st July 1984 (age 37),3rd June 2006 (15 years ago),Joseph Benavidez,,,
11619,Oleg Nikolaevich Taktarov,210 lbs. (95 kg) at 6'0'' (1.83 m),"Sarow, Nischni Nowgorod (Russia)",25th August 1967 (age 54),20th October 1993 (28 years ago),Oleg Taktarov,,,
12394,Takeya Mizugaki,135 lbs. (61 kg) at 5'7'' (1.70 m),"Miura, Kanagawa (Japan)",16th December 1983 (age 38),6th February 2005 (17 years ago),Takeya Mizugaki,,,
28424,Yuga Hayashi,154 lbs. (70 kg) at 5'3'' (1.60 m),"Tokyo, Tokyo (Japan)",15th February 1995 (age 27),14th January 2014 (8 years ago),El Lindaman,,,
1773,Ernestina Sugehit Salazar Martínez,119 lbs. (54 kg) at 5'1'' (1.55 m),"Monterrey, Nuevo León (Mexico)",25th June 1980 (age 41),22nd September 1996 (25 years ago),Princesa Sugehit ,,,
14986,Metehan Kocabasoglu,198 lbs. (90 kg) at 6'0'' (1.83 m),"Berlin, Berlin (Germany)",4th March 1993 (age 29),28th June 2008 (13 years ago),Teoman,,,
15,Mark S. LoMonaco,326 lbs. (148 kg) at 6'4'' (1.93 m),"New York City, New York (United States of America)",14th July 1971 (age 50),1991,Bubba Ray Dudley,,,
1,Peter Senerchia,248 lbs. (112 kg) at 5'9'' (1.75 m),"New York City, New York (United States of America)",11th October 1967 (age 54),3rd June 1987 (34 years ago),Taz,,,
873,Wallace Stansfield Lane,224 lbs. (102 kg) at 6'1'' (1.85 m),"Greensboro, North Carolina (United States of America)",5th August 1953 (age 68),1974,Stan Lane,,,
994,Satoshi Yoneyama,221 lbs. (100 kg) at 6'1'' (1.85 m),"Nagoya, Aichi (Japan)",23rd February 1976 (age 46),15th August 1995 (26 years ago),Mohammed Yone,,,
6615,unknown,176 lbs. (80 kg) at 5'11'' (1.80 m),"Monclova, Coahuila de Zaragoza (Mexico)",14th February 1992 (age 30),19th November 2007 (14 years ago),As Charro,,,
14826,Christopher Girard,190 lbs. (86 kg) at 6'1'' (1.85 m),"Boston, Massachusetts (United States of America)",21st December 1985 (age 36),2008,Biff Busick,,,
21478,Lindsey Kerecz,114 lbs. (52 kg) at 5'1'' (1.55 m),"Providence, Rhode Island (United States of America)",1st January 1984 (age 38),15th May 2011 (10 years ago),Veda Scott ,,,
3761,unknown,165 lbs. (75 kg) at 5'11'' (1.80 m),"Portsmouth, Hampshire, England (United Kingdom)",23rd August 1988 (age 33),,Dan James,,,
3780,Joe Carberry,242 lbs. (110 kg) at 6'1'' (1.85 m),"Dublin, Dublin (Ireland)",7th October 1982 (age 39),2004,Luther Ward,,,
8069,Robert Glen Lawler,170 lbs. (77 kg) at 5'11'' (1.80 m),"San Diego, California (United States of America)",20th March 1983 (age 38),7th April 2001 (20 years ago),Robbie Lawler,,,
15844,Glen Benton,232 lbs. (105 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",11th August 1987 (age 34),2001,Chris Dickinson,,,
17315,Megumi Fujii,115 lbs. (52 kg) at 5'3'' (1.60 m),"Ibara, Okayama (Japan)",26th April 1974 (age 47),24th March 2003 (18 years ago),Megumi Fujii ,,,
19619,unknown,,"Taunton, Massachusetts (United States of America)",17th February 1988 (age 34),,Nick Westgate,,5'5'' (1.65 m),
21312,Glover Teixeira,205 lbs. (93 kg) at 6'2'' (1.88 m),"Sobrália, Minas Gerais (Brazil)",28th October 1979 (age 42),7th June 2002 (19 years ago),Glover Teixeira,,,
31897,Austin White,220 lbs. (100 kg) at 6'1'' (1.85 m),"McDonough, Georgia (United States of America)",2nd August 1997 (age 24),5th May 2016 (5 years ago),Austin Theory,,,
36300,Leyla Hirsch,125 lbs. (57 kg) at 4'11'' (1.50 m),"Moskwa, Moskwa (Russia)",27th October 1996 (age 25),2017,Leyla Hirsch ,,,
5894,Seth Lesser,220 lbs. (100 kg) at 6'1'' (1.85 m),"Santa Rosa, California (United States of America)",18th October 1982 (age 39),,Simon Gotch,,,
505,Alex Whybrow,185 lbs. (84 kg) at 5'10'' (1.78 m),"Redondo Beach, California (United States of America)",18th February 1981,1st May 2004 (17 years ago),Larry Sweeney,11th April 2011,,
825,John Stagikas,225 lbs. (102 kg) at 6'0'' (1.83 m),"Framingham, Massachusetts (United States of America)",31st July 1979 (age 42),2001,John Walters,,,
1141,Sumie Sakai,118 lbs. (54 kg) at 5'1'' (1.55 m),"Yokkaichi, Mie (Japan)",24th November 1971 (age 50),20th April 1997 (24 years ago),Sumie Sakai ,,,
9380,Dan Hardy,170 lbs. (77 kg) at 6'0'' (1.83 m),"Nottingham, Nottinghamshire, England (United Kingdom)",17th May 1982 (age 39),6th June 2004 (17 years ago),Dan Hardy,,,
333,Stacy Ann-Marie Keibler,125 lbs. (57 kg) at 5'11'' (1.80 m),"Baltimore, Maryland (United States of America)",14th October 1979 (age 42),??th November 1999,Stacy Keibler ,,,
28473,unknown,138 lbs. (63 kg) at 5'3'' (1.60 m),"Livingston, New Jersey (United States of America)",10th June 1994 (age 27),10th May 2014 (7 years ago),Deonna Purrazzo ,,,
1772,Miguel Ángel López Díaz,216 lbs. (98 kg) at 5'9'' (1.75 m),"Tijuana, Baja California (Mexico)",8th January 1958 (age 64),6th January 1976 (46 years ago),Rey Misterio,,,
34803,Jack Perry,150 lbs. (68 kg) at 5'10'' (1.78 m),"Los Angeles, California (United States of America)",15th June 1997 (age 24),20th November 2015 (6 years ago),Jungle Boy,,,
122,Nora Kristina Benshoof,140 lbs. (64 kg) at 5'4'' (1.63 m),"Forest Lake, Minnesota (United States of America)",7th September 1977 (age 44),2nd August 1997 (24 years ago),Molly Holly ,,,
1633,Lawrence Hennig,275 lbs. (125 kg) at 6'1'' (1.85 m),"Robbinsdale, Minnesota (United States of America)",18th June 1936,1957,Larry Hennig,6th December 2018,,
865,Melina Nava Perez,122 lbs. (55 kg) at 5'4'' (1.63 m),"Los Angeles, California (United States of America)",9th March 1979 (age 43),24th November 2001 (20 years ago),Melina ,,,
835,Jorge Guzmán,185 lbs. (84 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",2nd August 1963 (age 58),6th February 1982 (40 years ago),El Hijo del Santo,,,
327,Edward Umar Fatu,348 lbs. (158 kg) at 6'4'' (1.93 m),"San Francisco, California (United States of America)",28th March 1973,1995,Umaga,4th December 2009,,
822,James Mark Cornette,230 lbs. (104 kg) at 6'1'' (1.85 m),"Louisville, Kentucky (United States of America)",17th September 1961 (age 60),25th September 1982 (39 years ago),Jim Cornette,,,
24688,Conor McGregor,145 lbs. (66 kg) at 5'9'' (1.75 m),"Dublin, Dublin (Ireland)",14th July 1988 (age 33),8th March 2008 (14 years ago),Conor McGregor,,,
2078,Alfred George James Hayes,239 lbs. (108 kg) at 6'0'' (1.83 m),"Windermere, Cumbria, England (United Kingdom)",8th August 1928,1950,Lord Alfred Hayes,21st July 2005,,
1034,Craig Williams,171 lbs. (78 kg) at 6'3'' (1.91 m),"Los Angeles, California (United States of America)",1st May 1983 (age 38),29th November 2003 (18 years ago),Human Tornado,,,
919,Ikuto Hidaka,187 lbs. (85 kg) at 5'6'' (1.68 m),"Masuda, Shimane (Japan)",5th August 1972 (age 49),21st January 1997 (25 years ago),Ikuto Hidaka,,,
762,Tamon Honda,280 lbs. (127 kg) at 6'2'' (1.88 m),"Yokosuka, Kanagawa (Japan)",15th August 1963 (age 58),8th October 1993 (28 years ago),Tamon Honda,,,
1001,Yoshinobu Kanemaru,187 lbs. (85 kg) at 5'7'' (1.70 m),"Kofu, Yamanashi (Japan)",23rd September 1976 (age 45),20th January 1996 (26 years ago),Yoshinobu Kanemaru,,,
1632,Reginald J. Lisowski,252 lbs. (114 kg) at 6'0'' (1.83 m),"Milwaukee, Wisconsin (United States of America)",11th July 1926,??th November 1949,The Crusher,22nd October 2005,,
9385,Lucy Knott,126 lbs. (57 kg) at 5'3'' (1.60 m),"Stockport, Greater Manchester, England (United Kingdom)",18th February 1988 (age 34),2005,Hannah Blossom ,,,
34730,Kacy Esther Catanzaro,,"Glen Ridge, New Jersey (United States of America)",14th January 1990 (age 32),19th April 2018 (3 years ago),Kacy Catanzaro ,,,
5859,unknown,189 lbs. (86 kg) at 5'10'' (1.78 m),Athína (Greece),7th November 1987 (age 34),,Yorghos Christopoulos,,,
7794,Joseph Edgar Blanchard,203 lbs. (92 kg) at 6'1'' (1.85 m),"Haskell, Oklahoma (United States of America)",7th December 1928,1953,Joe Blanchard,22nd March 2012,,
9432,Mark Richard Hunt,265 lbs. (120 kg) at 5'10'' (1.78 m),"Auckland, Auckland (New Zealand)",23rd March 1974 (age 47),21st August 1998 (23 years ago),Mark Hunt,,,
9733,unknown,,"London, Greater London, England (United Kingdom)",3rd April 1987 (age 34),,Barry Ryan,,6'2'' (1.88 m),
18328,Raúl Mendoza,178 lbs. (81 kg) at 5'5'' (1.65 m),"Córdoba, Veracruz de Ignacio de la Llave (Mexico)",16th September 1991 (age 30),16th September 2006 (15 years ago),Raúl Mendoza,,,
30300,unknown,165 lbs. (75 kg) at 5'8'' (1.73 m),"Yokohama, Kanagawa (Japan)",27th October 1998 (age 23),9th August 2015 (6 years ago),ASUKA ,,,
