,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
2292,Matthew Cardona,224 lbs. (102 kg) at 6'2'' (1.88 m),"Merrick, New York (United States of America)",14th May 1985 (age 36),2004,Matt Cardona,,,
782,Robert Keith Orton Jr.,245 lbs. (111 kg) at 6'1'' (1.85 m),"Kansas City, Missouri (United States of America)",10th November 1950 (age 71),1972,Bob Orton Jr.,,,
764,José Alberto Rodríguez Chucuan,263 lbs. (119 kg) at 6'5'' (1.96 m),"San Luis Potosí, San Luis Potosí (Mexico)",25th May 1977 (age 44),11th August 2000 (21 years ago),Alberto El Patrón,,,
79,Christopher Chavis,285 lbs. (129 kg) at 6'2'' (1.88 m),"Pembroke, North Carolina (United States of America)",8th June 1965 (age 56),13th January 1990 (32 years ago),Tatanka,,,
1752,Mary Lillian Ellisor,138 lbs. (63 kg) at 5'5'' (1.65 m),"Columbia, South Carolina (United States of America)",22nd July 1923,1948,The Fabulous Moolah ,2nd November 2007,,
2097,Brian Gower,238 lbs. (108 kg) at 6'1'' (1.85 m),"Denton, Texas (United States of America)",6th April 1960 (age 61),1979,Brian Adias,,,
11415,Miguel Ángel Lugo Torres,,Mexico,29th September 1990 (age 31),16th September 2006 (15 years ago),Abismo Negro Jr.,,,
25544,unknown,198 lbs. (90 kg) at 5'9'' (1.75 m),"Palmerston North, Manawatu-Wanganui (New Zealand)",15th February 1987 (age 35),,Travis Banks,,,
324,David Michael Bautista Jr.,290 lbs. (132 kg) at 6'6'' (1.98 m),"Washington, District of Columbia (United States of America)",18th January 1969 (age 53),11th July 1997 (24 years ago),Batista,,,
1550,Carlos Edwin Colón González,246 lbs. (112 kg) at 5'10'' (1.78 m),Santa Isabel (Puerto Rico),18th July 1948 (age 73),1965,Carlos Colón,,,
2837,Martin Harris,190 lbs. (86 kg) at 6'0'' (1.83 m),"London, Greater London, England (United Kingdom)",31st December 1981 (age 40),??th January 2003,Danny Burch,,,
215,Thomas Boric,230 lbs. (104 kg) at 6'1'' (1.85 m),Zagreb (Croatia),11th May 1961 (age 60),13th February 1985 (37 years ago),Paul Diamond,,,
2927,Irene Lagunas,139 lbs. (63 kg) at 5'4'' (1.63 m),"Cuetzala del Progreso, Guerrero (Mexico)",20th October 1973 (age 48),17th September 1992 (29 years ago),La Seductora ,,,
660,Hossein Khosrow Ali Vaziri,262 lbs. (119 kg) at 6'0'' (1.83 m),Teheran (Iran),15th March 1942 (age 80),1972,The Iron Sheik,,,
836,Thomas R. Couch,225 lbs. (102 kg) at 5'10'' (1.78 m),"Bradenton, Florida (United States of America)",14th May 1961,1981,Tommy Rogers,1st June 2015,,
31010,Adam Joseph Pacitti,,United Kingdom,,,Adam Pacitti,,,
31010,Adam Joseph Pacitti,,United Kingdom,,,Adam Pacitti,,,
1743,Héctor Manuel Guerrero Llanes,231 lbs. (105 kg) at 6'0'' (1.83 m),"Ciudad de México, Ciudad de México (Mexico)",1st October 1954 (age 67),??th June 1973,Héctor Guerrero,,,
542,Keiji Takayama,190 lbs. (86 kg) at 5'6'' (1.68 m),"Tokyo, Tokyo (Japan)",20th February 1969 (age 53),19th March 1989 (33 years ago),Gedo,,,
509,Montaque N. Brown,265 lbs. (120 kg) at 6'2'' (1.88 m),"Saginaw, Michigan (United States of America)",13th April 1970 (age 51),6th May 2001 (20 years ago),Monty Brown,,,
349,Sonny Siaki,240 lbs. (109 kg) at 6'1'' (1.85 m),Pago Pago (American Samoa),23rd July 1974 (age 47),??th March 1999,Sonny Siaki,,,
12286,Alipate Fifita,210 lbs. (95 kg) at 6'0'' (1.83 m),"Kissimmee, Florida (United States of America)",15th October 1982 (age 39),2008,Tama Tonga,,,
3422,Thomas La Ruffa,170 lbs. (77 kg) at 5'9'' (1.75 m),"Nice, Provence-Alpes-Côte d'Azur (France)",4th May 1984 (age 37),29th November 2006 (15 years ago),Tom La Ruffa,,,
1663,Thomas Sullivan,230 lbs. (104 kg) at 6'1'' (1.85 m),"Pittsburgh, Pennsylvania (United States of America)",25th November 1946,1967,Johnny Valiant,4th April 2018,,
4365,unknown,180 lbs. (82 kg) at 5'11'' (1.80 m),"Thirsk, North Yorkshire, England (United Kingdom)",,17th June 2006 (15 years ago),Martin Kirby,,,
9395,Dakota Darsow,180 lbs. (82 kg) at 6'0'' (1.83 m),Minnesota (United States of America),1987,2008,Dakota Darsow,,,
2053,Angelo Valentino Mosca,310 lbs. (141 kg) at 6'4'' (1.93 m),"Waltham, Massachusetts (United States of America)",13th February 1937,28th December 1960 (61 years ago),Angelo Mosca,6th November 2021,,
2183,Kanji Ichikawa,93 lbs. (42 kg) at 5'5'' (1.65 m),"Kakamigahara, Gifu (Japan)",12th October 1974 (age 47),12th December 1998 (23 years ago),Ko no Mama Ichikawa,,,
2400,unknown,183 lbs. (83 kg) at 5'8'' (1.73 m),"Monterrey, Nuevo León (Mexico)",10th May 1977 (age 44),20th December 1998 (23 years ago),Trueno,,,
2934,Carsten Zipfel,231 lbs. (105 kg) at 5'9'' (1.75 m),Germany,20th May 1987 (age 34),1st September 2007 (14 years ago),Dr. Carsten Crank,,,
3057,Charles Edward Wylie Shaw,300 lbs. (136 kg) at 6'1'' (1.85 m),"Perth, Perth and Kinross, Scotland (United Kingdom)",16th June 1955,1983,Drew McDonald,9th February 2015,,
14466,Michael Korklan,175 lbs. (79 kg) at 5'10'' (1.78 m),"Kansas City, Missouri (United States of America)",23rd February 1984 (age 38),10th February 2008 (14 years ago),Mike Sydal,,,
805,Scott Keegan Irwin,,"San Francisco, California (United States of America)",14th May 1952,1975,Scott Irwin,5th September 1987,,
1402,Yoshito Sugamoto,187 lbs. (85 kg) at 5'7'' (1.70 m),"Iwaki, Fukushima (Japan)",16th May 1973 (age 48),23rd April 1996 (25 years ago),Gamma,,,
2548,unknown,185 lbs. (84 kg) at 5'8'' (1.73 m),"Berlin, Berlin (Germany)",24th August 1983 (age 38),,Ali Aslan,,,
2910,Angelica Avila López,165 lbs. (75 kg) at 5'3'' (1.60 m),"Tijuana, Baja California (Mexico)",28th December 1976 (age 45),1998,La Medusa ,,,
8639,Mason Burnett,207 lbs. (94 kg) at 6'0'' (1.83 m),"Cartersville, Georgia (United States of America)",30th August 1983 (age 38),17th June 2006 (15 years ago),Kaleb With a K,,,
23996,Robert Schild,176 lbs. (80 kg) at 5'11'' (1.80 m),"Heilbad Heiligenstadt, Thüringen (Germany)",28th December 1992 (age 29),14th July 2012 (9 years ago),Bobby Gunns,,,
525,Tatsutoshi Goto,254 lbs. (115 kg) at 5'11'' (1.80 m),"Tokoname, Aichi (Japan)",25th May 1956 (age 65),2nd December 1982 (39 years ago),Tatsutoshi Goto,,,
3491,unknown,185 lbs. (84 kg) at 5'8'' (1.73 m),"Hayling Island, Hampshire, England (United Kingdom)",9th April 1991 (age 30),,Jake McCluskey,,,
7787,Ricardo Almeida,170 lbs. (77 kg) at 6'0'' (1.83 m),"New York City, New York (United States of America)",29th November 1979 (age 42),9th December 2000 (21 years ago),Ricardo Almeida,,,
14556,Michael Russow,255 lbs. (116 kg) at 6'1'' (1.85 m),"Kankakee, Illinois (United States of America)",9th November 1976 (age 45),25th April 1998 (23 years ago),Mike Russow,,,
17617,Chad Griggs,250 lbs. (113 kg) at 6'1'' (1.85 m),"Tucson, Arizona (United States of America)",15th May 1978 (age 43),10th December 2005 (16 years ago),Chad Griggs,,,
21452,Alexis Davis,135 lbs. (61 kg) at 5'6'' (1.68 m),"Port Colborne, Ontario (Canada)",4th October 1984 (age 37),7th April 2007 (14 years ago),Alexis Davis ,,,
380,Juan José Espinoza Meza,,Guerrero (Mexico),25th June 1936,,Halcón Suriano,4th March 1993,,
606,unknown,215 lbs. (98 kg) at 5'9'' (1.75 m),Quebec (Canada),31st July 1985 (age 36),,Viking,,,
1072,unknown,189 lbs. (86 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",,1999,Chris Divine,,,
1212,Andrew Stevens,203 lbs. (92 kg) at 5'7'' (1.70 m),"Atlanta, Texas (United States of America)",18th June 1985 (age 36),31st January 2004 (18 years ago),Andy Dalton,,,
1243,unknown,212 lbs. (96 kg) at 6'1'' (1.85 m),"St. Paul, Minnesota (United States of America)",25th April 1982 (age 39),1st November 2003 (18 years ago),Ricky Landell,,,
1355,Toyonari Fujita,231 lbs. (105 kg) at 5'8'' (1.73 m),"Kishiwada, Osaka (Japan)",19th May 1971 (age 50),6th March 1993 (29 years ago),Magnitude Kishiwada,,,
1362,unknown,262 lbs. (119 kg) at 6'4'' (1.93 m),"San Francisco, California (United States of America)",6th April 1971 (age 50),25th January 1997 (25 years ago),Tony Jones,,,
1376,unknown,163 lbs. (74 kg) at 5'6'' (1.68 m),"Los Angeles, California (United States of America)",,1st May 1999 (22 years ago),JJ Pérez,,,
1635,unknown,187 lbs. (85 kg) at 5'10'' (1.78 m),"Vancouver, British Columbia (Canada)",4th December ???,21st May 1999 (22 years ago),Qenaan Creed,,,
1637,"
Arthur Thomas",271 lbs. (123 kg) at 6'4'' (1.93 m),"Gurdon, Arkansas (United States of America)",30th January 1924,1943,"""Sailor"" Art Thomas",20th March 2003,,
1730,Osamu Namiguchi,187 lbs. (85 kg) at 5'8'' (1.73 m),"Kitakyushu, Fukuoka (Japan)",30th August 1980 (age 41),7th November 2003 (18 years ago),Osamu Namiguchi,,,
1902,Victor Blood,235 lbs. (107 kg) at 6'0'' (1.83 m),Alaska (United States of America),,,Vic Steamboat,,,
2034,Kumiko Maekawa,148 lbs. (67 kg) at 5'5'' (1.65 m),"Sakura, Chiba (Japan)",7th November 1972 (age 49),4th October 1991 (30 years ago),Kumiko Maekawa ,,,
2047,Mika Nishio,145 lbs. (66 kg) at 5'6'' (1.68 m),"Mitaka, Tokyo (Japan)",12th December 1981 (age 40),30th September 2000 (21 years ago),Mika Nishio ,,,
2050,Nobuko Kimura,165 lbs. (75 kg) at 5'6'' (1.68 m),"Tokyo, Tokyo (Japan)",9th March 1967 (age 55),10th September 1986 (35 years ago),Bison Kimura ,,,
2090,Arnold Pastrick,,"Winnipeg, Manitoba (Canada)",,1958,Kurt Von Steiger,,,
2171,George Arnold McArthur,,"Montréal, Quebec (Canada)",28th March 1932,1953,George Cannon,1st July 1994,,360 lbs. (163 kg)
3184,Hiromi Yaginuma,117 lbs. (53 kg) at 5'0'' (1.52 m),"Fukushima, Fukushima (Japan)",5th August 1971 (age 50),9th January 1994 (28 years ago),Hiromi Yagi ,,,
3256,Warren Francis Bockwinkel,240 lbs. (109 kg) at 6'0'' (1.83 m),"St. Louis, Missouri (United States of America)",21st May 1911,,Warren Bockwinkel,24th March 1986,,
3266,unknown,220 lbs. (100 kg) at 6'0'' (1.83 m),"New York City, New York (United States of America)",31st October ???,,Gutter,,,
3374,unknown,209 lbs. (95 kg) at 6'1'' (1.85 m),"Grimsby, Lincolnshire, England (United Kingdom)",1978,,Lee Chaos,,,
3499,unknown,,Germany,,,Mr. Hollywood,,,
3581,Joseph Mark Scarpa Jr.,,,23rd April 1967,,Mark Scarpa,25th February 2016,,
3671,Blas Columba,216 lbs. (98 kg) at 5'9'' (1.75 m),"Matamoros, Tamaulipas (Mexico)",10th December 1968 (age 53),16th December 1986 (35 years ago),Violencia,,,
3854,Jason Anderson,243 lbs. (110 kg) at 5'10'' (1.78 m),"Calgary, Alberta (Canada)",16th December 1965 (age 56),??th February 1989,Jason Anderson,,,
3935,Philip Dodson,230 lbs. (104 kg) at 6'1'' (1.85 m),,,??th February 1997,Phil Davis,,,
4118,unknown,,United Kingdom,,,Thomas Chamberlain,,,
4179,unknown,226 lbs. (103 kg) at 6'2'' (1.88 m),Florida (United States of America),,,Shaun Tempers,,,
4399,Stefan Schwitter,198 lbs. (90 kg) at 5'11'' (1.80 m),Switzerland,7th September 1983 (age 38),21st April 2004 (17 years ago),Torment,,,
4411,James Carr,187 lbs. (85 kg) at 5'11'' (1.80 m),"London, Greater London, England (United Kingdom)",8th June 1983 (age 38),,Boris Koslov,,,
4444,Roland Bock,265 lbs. (120 kg) at 6'4'' (1.93 m),"Geislingen an der Steige, Baden-Württemberg (Germany)",3rd August 1944 (age 77),,Roland Bock,,,
4477,Juan José Ayala,187 lbs. (85 kg) at 5'11'' (1.80 m),"Guadalajara, Jalisco (Mexico)",6th June 1975 (age 46),17th March 1992 (30 years ago),Fabiruchis,,,
4516,Eugene Earl DuBuque,205 lbs. (93 kg) at 5'11'' (1.80 m),"New York City, New York (United States of America)",11th December 1927,,Gene DuBuque,13th March 1974,,
4645,Christian Müller,162 lbs. (73 kg) at 5'9'' (1.75 m),"Mannheim, Baden-Württemberg (Germany)",,8th July 2000 (21 years ago),Flash Christian,,,
5021,unknown,229 lbs. (104 kg) at 6'1'' (1.85 m),"Glasgow, Glasgow, Scotland (United Kingdom)",,1998,Jack Jester,,,
5106,unknown,209 lbs. (95 kg) at 5'10'' (1.78 m),United States of America,1975,1995,Julius Smokes,,,
5779,Jordan McColl,215 lbs. (98 kg) at 5'10'' (1.78 m),"Glasgow, Glasgow, Scotland (United Kingdom)",21st November 1988 (age 33),27th February 2004 (18 years ago),Calder McColl,,,
5783,Robin Wilson,181 lbs. (82 kg) at 5'11'' (1.80 m),"Weston-super-Mare, Somerset, England (United Kingdom)",,,Robbie Everest,,,
5861,Víctor Manuel Góngora Cisneros,254 lbs. (115 kg) at 5'10'' (1.78 m),"Monclova, Coahuila de Zaragoza (Mexico)",23rd December 1950,24th February 1969 (53 years ago),Herodes,14th June 2020,,
5901,unknown,,"Nuevo Laredo, Tamaulipas (Mexico)",18th May 1997 (age 24),14th November 2010 (11 years ago),La Hiedra ,,,
6019,Michael DiBiase,230 lbs. (104 kg) at 6'0'' (1.83 m),"Omaha, Nebraska (United States of America)",24th December 1923,4th April 1950 (71 years ago),Mike DiBiase,2nd July 1969,,
6031,unknown,150 lbs. (68 kg) at 5'7'' (1.70 m),"Richmond, Virginia (United States of America)",,2001,Chris Silvio,,,
6121,unknown,208 lbs. (94 kg) at 6'0'' (1.83 m),"Santa Cruz, California (United States of America)",,,Billy Blade,,,
6150,Jason Cross,,"Cardiff, Cardiff, Wales (United Kingdom)",8th January 1974 (age 48),11th February 1989 (33 years ago),Jason Cross,,,
6537,unknown,235 lbs. (107 kg) at 6'0'' (1.83 m),,27th August 1929,1948,George Scott,20th January 2014,,
6712,Adam Baroni,207 lbs. (94 kg) at 5'8'' (1.73 m),"South Shields, Tyne and Wear, England (United Kingdom)",11th December 1978 (age 43),,Adam Brown,,,
6744,Demitros Stephanos Tzitzikas,208 lbs. (94 kg) at 5'10'' (1.78 m),"Houston, Texas (United States of America)",10th March 1917,1933,Jesse James,9th May 2000,,
7003,Charles Harris,,,,,Chris Colt,1996,,
7567,Mikhail Mazurwski,238 lbs. (108 kg) at 6'5'' (1.96 m),Ukraine,25th December 1907,,Mike Mazurki,9th December 1990,,
7763,unknown,214 lbs. (97 kg) at 5'11'' (1.80 m),Belgium,,,Bernard Vandamme,,,
9034,unknown,200 lbs. (91 kg) at 6'5'' (1.96 m),"San Diego, California (United States of America)",24th August 1982 (age 39),,Tommy Wilson,,,
9241,Volker Fischer,220 lbs. (100 kg) at 5'9'' (1.75 m),"Ludwigshafen am Rhein, Rheinland-Pfalz (Germany)",1st October 1977 (age 44),21st June 2008 (13 years ago),Bomber,,,
9382,Natasha ???,,"Banbury, Oxfordshire, England (United Kingdom)",20th January 1987 (age 35),,Chrissy V ,,5'5'' (1.65 m),
9418,unknown,,"Newport, Monmouthshire, Wales (United Kingdom)",1983,,Edd Ferris,,,
9898,Jack Zaler,,"Syracuse, New York (United States of America)",,,Jack Meridol,25th January 2014,,230 lbs. (104 kg)
10166,unknown,,United Kingdom,,,Sam Baxter,,,
10259,Jason Brilz,205 lbs. (93 kg) at 5'11'' (1.80 m),"Bismarck, North Dakota (United States of America)",7th July 1975 (age 46),2nd March 2000 (22 years ago),Jason Brilz,,,
10264,Mearion Shonie Bickhem III.,170 lbs. (77 kg) at 5'10'' (1.78 m),"Chicago, Illinois (United States of America)",3rd May 1972 (age 49),15th February 1997 (25 years ago),Shonie Carter,,,
10424,Zelg Galeic,185 lbs. (84 kg) at 6'2'' (1.88 m),Pula (Croatia),16th February 1979 (age 43),12th September 2004 (17 years ago),Zelg Galeic,,,
10560,Eliot Marshall,205 lbs. (93 kg) at 6'3'' (1.91 m),"Franklinville, New Jersey (United States of America)",7th July 1980 (age 41),11th February 2006 (16 years ago),Eliot Marshall,,,
10571,Rubén Díaz,,"San Mateo Atenco, Estado de México (Mexico)",20th October ???,2005,El Gemelo Fantastico #1,,,
10608,Billy Evangelista,155 lbs. (70 kg) at 5'8'' (1.73 m),"Parlier, California (United States of America)",7th October 1980 (age 41),13th January 2006 (16 years ago),Billy Evangelista,,,
10889,unknown,,United Kingdom,,,Shane Spyral,,,
10939,Jorge Santiago Rodrigues,170 lbs. (77 kg) at 6'1'' (1.85 m),"Río de Janeiro, Río de Janeiro (Brazil)",9th October 1980 (age 41),2nd December 2002 (19 years ago),Jorge Santiago,,,
11397,Matt Newton-Walters,203 lbs. (92 kg) at 5'10'' (1.78 m),"Hunstanton, Norfolk, England (United Kingdom)",13th April 1984 (age 37),2001,Ashe,,,
11763,unknown,230 lbs. (104 kg) at 6'2'' (1.88 m),"Montréal, Quebec (Canada)",22nd August 1985 (age 36),2000,Jay Phenomenon,,,
11793,Christopher Kenney,192 lbs. (87 kg) at 5'10'' (1.78 m),"Pittsburgh, Pennsylvania (United States of America)",,??th November 2003,Chris LeRusso,,,
11833,Jared Hamman,185 lbs. (84 kg) at 6'3'' (1.91 m),California (United States of America),7th March 1982 (age 40),29th April 2006 (15 years ago),Jared Hamman,,,
12407,Damacio James Page,135 lbs. (61 kg) at 5'6'' (1.68 m),"Albuquerque, New Mexico (United States of America)",30th September 1982 (age 39),5th February 2005 (17 years ago),Damacio Page,,,
12418,Lorenzo Joseph Fertitta,,United States of America,1st January 1969 (age 53),,Lorenzo Fertitta,,,
12660,Marius aromskis,170 lbs. (77 kg) at 5'9'' (1.75 m),akiai (Lithuania),30th July 1980 (age 41),27th November 2005 (16 years ago),Marius aromskis,,,
12677,Raphael O. Assunção,135 lbs. (61 kg) at 5'5'' (1.65 m),"Recife, Pernambuco (Brazil)",19th July 1982 (age 39),23rd January 2004 (18 years ago),Raphael Assunção,,,
14138,unknown,167 lbs. (76 kg) at 5'7'' (1.70 m),"Kasaoka, Okayama (Japan)",14th January 1984 (age 38),14th December 2003 (18 years ago),Yuya Susumu,,,
14259,unknown,,"Louisa, Virginia (United States of America)",1976,,Fatty McNasty,,6'2'' (1.88 m),
15150,unknown,,,,,Bill Apter,,,
16015,Gil Elkin,230 lbs. (104 kg) at 6'2'' (1.88 m),United Kingdom,1987,,Axl Rage,,,
16344,Patricio Freire,145 lbs. (66 kg) at 5'5'' (1.65 m),"Natal, Rio Grande do Norte (Brazil)",7th July 1987 (age 34),9th March 2004 (18 years ago),Patricio Freire,,,
16556,Courtney Scott McGee,170 lbs. (77 kg) at 5'11'' (1.80 m),"Ogden, Utah (United States of America)",12th December 1984 (age 37),21st April 2007 (14 years ago),Court McGee,,,
16559,Rich Attonito,170 lbs. (77 kg) at 5'10'' (1.78 m),"Elizabeth, New Jersey (United States of America)",16th June 1977 (age 44),21st February 2004 (18 years ago),Rich Attonito,,,
17117,Roger Bowling,155 lbs. (70 kg) at 5'8'' (1.73 m),"Neville, Ohio (United States of America)",8th May 1982 (age 39),23rd June 2007 (14 years ago),Roger Bowling,,,
17393,Karel Vemola,185 lbs. (84 kg) at 6'0'' (1.83 m),Olomouc (Czech Republic),1st July 1985 (age 36),24th February 2008 (14 years ago),Karlos Vemola,,,
17907,unknown,,Puebla (Mexico),16th April ???,,Estigma,,,
18615,Roland Alexander,,"Hayward, California (United States of America)",7th March 1954,,Roland Alexander,5th November 2013,5'7'' (1.70 m),
18750,Kenneth Stone,135 lbs. (61 kg) at 5'8'' (1.73 m),"Framingham, Massachusetts (United States of America)",,4th August 2007 (14 years ago),Ken Stone,,,
18987,Troy Magalhaes,282 lbs. (128 kg) at 6'6'' (1.98 m),"New York City, New York (United States of America)",8th April 1988 (age 33),22nd February 2009 (13 years ago),TJ Marconi,,,
20048,Chuck O'Neil,170 lbs. (77 kg) at 6'2'' (1.88 m),"Bourne, Massachusetts (United States of America)",,8th April 2006 (15 years ago),Chuck O'Neil,,,
20376,unknown,,United Kingdom,,,Jack Clarke,,,
20762,Jason Young,145 lbs. (66 kg) at 5'9'' (1.75 m),"London, Greater London, England (United Kingdom)",28th June 1986 (age 35),20th August 2006 (15 years ago),Jason Young,,,
20772,unknown,280 lbs. (127 kg) at 6'5'' (1.96 m),"Oneida Castle, New York (United States of America)",18th December ???,19th February 2010 (12 years ago),Punisher Van Slyke,,,
20773,unknown,185 lbs. (84 kg) at 5'10'' (1.78 m),"Watertown, New York (United States of America)",7th June ???,12th April 2008 (13 years ago),Jay Freddie,,,
21568,John Charles Bedford,135 lbs. (61 kg) at 5'10'' (1.78 m),"Fort Worth, Texas (United States of America)",6th January 1983 (age 39),23rd September 2006 (15 years ago),Johnny Bedford,,,
22562,Eita Kobayashi,159 lbs. (72 kg) at 5'7'' (1.70 m),"Nagano, Nagano (Japan)",27th October 1991 (age 30),26th January 2011 (11 years ago),Eita,,,
22762,Michael Jan Hugo Kuiper,185 lbs. (84 kg) at 6'1'' (1.85 m),"Rotterdam, Zuid-Holland (Netherlands)",7th June 1989 (age 32),14th February 2009 (13 years ago),Michael Kuiper,,,
22987,Seleziya Esho,135 lbs. (61 kg) at 5'5'' (1.65 m),"Los Angeles, California (United States of America)",1st January 1992 (age 30),4th June 2010 (11 years ago),Seleziya Sparx ,,,
23319,unknown,,United States of America,,,Tuffy,,,
23891,unknown,,United Kingdom,,,Marc Morgan,,,
26203,Brad Fox,240 lbs. (109 kg) at 6'7'' (2.01 m),"St. Louis, Missouri (United States of America)",7th April 1983 (age 38),6th April 2012 (9 years ago),Jake Dirden,,,
26919,unknown,172 lbs. (78 kg) at 5'7'' (1.70 m),,,2012,Andy Wu,,,
27147,Takumi Ayaha,143 lbs. (65 kg) at 5'7'' (1.70 m),"Fukuoka, Fukuoka (Japan)",4th January 1993 (age 29),29th April 2013 (8 years ago),Takumi Iroha ,,,
