,Real Name,Birthplace,Date of Birth,Date of Death,wrestler_name,Debut,Weight,Weight and Height,Height
9423,Daisuke Nakamura,"Tokyo, Tokyo (Japan)",10th June 1980 (age 41),,Daisuke Nakamura,20th July 2002 (19 years ago),,155 lbs. (70 kg) at 5'11'' (1.80 m),
9428,Kultar Gill,"Port Moody, British Columbia (Canada)",24th March 1979 (age 42),,Kultar Gill,13th July 2001 (20 years ago),,155 lbs. (70 kg) at 6'0'' (1.83 m),
9429,Kuniyoshi Hironaka,"Yamaguchi, Yamaguchi (Japan)",17th June 1976 (age 45),,Kuniyoshi Hironaka,23rd October 2001 (20 years ago),,170 lbs. (77 kg) at 5'8'' (1.73 m),
9431,Hideo Tokoro,"Gifu, Gifu (Japan)",22nd August 1977 (age 44),,Hideo Tokoro,21st September 2001 (20 years ago),,135 lbs. (61 kg) at 5'7'' (1.70 m),
9434,unknown,United Kingdom,,,Dirty Oil,,,,
9435,unknown,"Cambridge, Ontario (Canada)",1974,,Geza Kalman Jr.,1994,,267 lbs. (121 kg) at 6'0'' (1.83 m),
9439,unknown,,,,Hardcore Harold,,,,
9440,Stéphanie Gagnon,"Saguenay, Quebec (Canada)",17th August 1986 (age 35),,Stefany Sinclair ,??th April 2001,,135 lbs. (61 kg) at 5'3'' (1.60 m),
9442,unknown,,,,Eddie Mustang,,,,
9444,Geordi Clark,,,,Dick Raines,,,,
9445,Ed Gadski,,,,Gothic Knight,,,260 lbs. (118 kg) at 6'2'' (1.88 m),
9449,unknown,,,,Red ORiordan,,,,
9453,Rachel,"Brighton and Hove, East Sussex, England (United Kingdom)",10th October 1984 (age 37),,Miss Rachel ,1998,,190 lbs. (86 kg) at 5'9'' (1.75 m),
9454,unknown,"Ninove, Oost-Vlaanderen, Vlaanderen (Belgium)",,,Mac Taraz,1999,,265 lbs. (120 kg) at 6'0'' (1.83 m),
9457,unknown,Germany,15th June ???,,Tragedy,3rd August 2002 (19 years ago),,132 lbs. (60 kg) at 5'7'' (1.70 m),
9459,unknown,"Den Haag, Zuid-Holland (Netherlands)",,,Ashwin,,,132 lbs. (60 kg) at 5'9'' (1.75 m),
9460,unknown,"London, Greater London, England (United Kingdom)",,,Scottie Rock,,,,
9461,unknown,,,,Blade,,,,
9465,Phyllis Lee Zuver,,27th July 1938,18th January 2015,Phyllis Lee ,,,,
9466,unknown,"Paris, Île-de-France (France)",12th April 1924,XXXX,Andre Bollet,,,,
9468,unknown,,,,Mark Shrader,22nd June 1993 (28 years ago),,212 lbs. (96 kg) at 5'10'' (1.78 m),
9471,Stefan Kolanko,Canada,,,Floyd Osbourne,,,,
9472,José G. Ramírez,Jalisco (Mexico),19th March 1939,22nd March 2013,Héctor Lamas,,,,
9474,unknown,,,,Jessica Dally,,,,5'5'' (1.65 m)
9475,Michael Richard Kinney,"Bloomfield, Iowa (United States of America)",16th March 1982 (age 40),,Michael Kinney,??th June 1998,,245 lbs. (111 kg) at 5'11'' (1.80 m),
9477,unknown,"Green Bay, Wisconsin (United States of America)",19th February 1975 (age 47),,Adrian Lynch,??th February 1996,,298 lbs. (135 kg) at 6'1'' (1.85 m),
9478,William Louis Gilzenberg,"Newark, New Jersey (United States of America)",24th October 1901,15th November 1978,Willie Gilzenberg,,,155 lbs. (70 kg) at 5'5'' (1.65 m),
9479,Wilma Edna Gordon,Nebraska (United States of America),21st February 1914,10th April 1980,Wilma Gordon ,,,,
9480,unknown,"Gainesville, Georgia (United States of America)",,,Terry Lawler,9th September 1989 (32 years ago),,,
9481,Steve Gower,"Intercourse, Pennsylvania (United States of America)",,,Idol X,??th February 1997,,230 lbs. (104 kg) at 6'0'' (1.83 m),
9483,unknown,,,,Lisa Haynes,,,,
9484,Erin Young Toughill Melanson,"Chicago, Illinois (United States of America)",13th June 1977 (age 44),,Erin Toughill ,27th September 1999 (22 years ago),,145 lbs. (66 kg) at 5'10'' (1.78 m),
9485,Thomas Denny,"Hesperia, California (United States of America)",,,Thomas Denny,10th January 1999 (23 years ago),,170 lbs. (77 kg) at 5'9'' (1.75 m),
9491,W.P. Blake III.,,,,Ricky Blues,3rd August 1990 (31 years ago),,,
9493,unknown,,,,Joe Thunder,,,,
9494,unknown,,,,Jim Deakin,,,,
9497,César Leonel Rivas,Guatemala,,,Dragón Rojo,26th September 1968 (53 years ago),,,
9498,unknown,Mexico,,,El Jibaro,,,,
9499,unknown,Mexico,20th May 1927,13th September 2017,Rubén Juárez,,,,
9500,Francisco Pino,Spain,,,L'Ange Blanc,,,,
9503,unknown,,,,Travis Sharp,,,,
9504,unknown,,,,Ronnie Zukko,??th January 2000,,205 lbs. (93 kg) at 5'10'' (1.78 m),
9508,Solomon Weingeroff,"Brooklyn, New York (United States of America)",6th March 1916,14th March 1988,Saul Weingeroff,,,,
9509,Dave DeJohn,,,,Dave Danger,,,,
9510,William Harrison Wolfe,Missouri (United States of America),4th July 1896,7th March 1963,Billy Wolfe,,,,
9516,unknown,,,,Paul Harvey,,,,
9518,unknown,"Hamilton, Ontario (Canada)",,,Benny Lima,,,,
9519,unknown,,,,Reno Tuufuli,,,,
9520,unknown,,,,Rusty Thomas ,,,,
9524,Richard Marunke,"Hohenleipisch, Sachsen (Germany)",2nd November 1902,XXXX,Richard Marunke,,,,
9526,William Grundy Davis,"Groseclose, Virginia (United States of America)",7th December 1906,9th April 1981,Wee Willie Davis,1930,,274 lbs. (124 kg) at 6'6'' (1.98 m),
9528,unknown,,,,Mike Lane,,,,
9530,Jack Thilo,"Honolulu, Hawaii (United States of America)",3rd March 1982 (age 40),,Jack Thriller,??th January 2001,,201 lbs. (91 kg) at 5'9'' (1.75 m),
9533,unknown,,,,Lones Oaks,,,,
9536,unknown,"Dunsmuir, California (United States of America)",27th October 1973 (age 48),,Maritza Franco,,,130 lbs. (59 kg) at 5'6'' (1.68 m),
9537,unknown,"Twining, Michigan (United States of America)",4th May ???,,Rio Storm ,,,200 lbs. (91 kg) at 6'0'' (1.83 m),
9538,unknown,"Huntington Beach, California (United States of America)",15th March 1969 (age 53),,Sadyst,,,135 lbs. (61 kg) at 5'10'' (1.78 m),
9540,unknown,,,2020,Jon Ian,,,,
9541,unknown,,,,Marty Rubalcaba,,,,
9542,unknown,,,,The Big Schwag,,,,
9543,Jason Levin,,,2008,Doc Marlee,,,,
9546,Francisco José Flores Lecona,Mexico,4th October 1912,8th May 1987,Francisco José Flores Lecona,,,,
9547,Carlos Maynes Flores,Estado de México (Mexico),,29th April 2015,Carlos Maynes,,,,
9549,Masaru Tobita,"Tsurugashima, Saitama (Japan)",1st June 1970 (age 51),,Survival Tobita,16th April 1994 (27 years ago),,210 lbs. (95 kg) at 5'10'' (1.78 m),
9553,Hiromitsu Kanehara,"Owariasashi, Aichi (Japan)",5th October 1970 (age 51),,Hiromitsu Kanehara,22nd December 1991 (30 years ago),,200 lbs. (91 kg) at 5'10'' (1.78 m),
9557,Anthony David Magliaro,"Boston, Massachusetts (United States of America)",6th November 1956,14th November 1999,Tony Rumble,,,,
9562,Eugene Tremblay,,1882,31st December 1946,Eugene Tremblay,,,,
9566,unknown,,,,Joe Komene,,,,
9567,unknown,,,,Tommy Jammer,,,245 lbs. (111 kg) at 5'11'' (1.80 m),
9568,unknown,,,,Darin Davis,,,,
9569,unknown,,,,Chadwick Wentworth III.,1999,,124 lbs. (56 kg) at 6'1'' (1.85 m),
9571,unknown,"San Antonio, Texas (United States of America)",,,Trevor Blanchard,??th July 1990,,204 lbs. (93 kg) at 5'9'' (1.75 m),
9573,unknown,"Montréal, Quebec (Canada)",,,Phil Belanger,1986,,180 lbs. (82 kg) at 6'0'' (1.83 m),
9574,Cliff Belshaw,"Wigan, Greater Manchester, England (United Kingdom)",11th January 1915,XXXX,Cliff Belshaw,,,,
9575,Jack Belshaw,"Wigan, Greater Manchester, England (United Kingdom)",,1963,Jack Belshaw,,,,
9577,John Herbert Blake,,5th July 1966 (age 55),,Johnny Paine,,,,
9578,Edward Bogack,,,,Eddie Jackie,,,,
9579,Christopher Bogart,"Clifton, New Jersey (United States of America)",7th April 1986 (age 35),,Chris Sandel,20th January 2002 (20 years ago),,,
9584,Matt Henrie,"Baltimore, Maryland (United States of America)",24th November 1975 (age 46),,Rik Matrix,1994,,300 lbs. (136 kg) at 6'1'' (1.85 m),
9586,Travis Galbraith,"Edmonton, Alberta (Canada)",,,Travis Galbraith,17th November 2001 (20 years ago),,205 lbs. (93 kg) at 6'0'' (1.83 m),
9587,unknown,"Seattle, Washington (United States of America)",,,Johnny Graham,1987,,229 lbs. (104 kg) at 5'8'' (1.73 m),
9589,Cedric Marks,"Seattle, Washington (United States of America)",,,Cedric Marks,23rd July 1998 (23 years ago),185 lbs. (84 kg),,
9590,Christopher Turcott,,,,Chris Raine,,,,
9591,unknown,,,,Zac Vincent,,,,
9592,unknown,United States of America,,,Logan X,1998,,,
9594,unknown,"Las Vegas, Nevada (United States of America)",,,Shane Valentine,,236 lbs. (107 kg),,
9595,unknown,"Atlantic City, New Jersey (United States of America)",,,Jimmy Jessup,1999,,228 lbs. (103 kg) at 5'8'' (1.73 m),
9596,unknown,,,,Sandra Partlowe ,,,,
9597,Benjamin Campbell,,,,Johnny Parks,,,,
9598,unknown,,,,Snatch Haggis,,,,
9601,Jon Trosky,"Wilkes-Barre, Pennsylvania (United States of America)",12th October 1980 (age 41),,Supreme Lee Great,,,,5'9'' (1.75 m)
9602,Jeremy Morgan,"Greensburg, Pennsylvania (United States of America)",4th December 1981 (age 40),,Dash Bennett,23rd July 2000 (21 years ago),,227 lbs. (103 kg) at 6'0'' (1.83 m),
9603,unknown,,,,John Balsamo,,,192 lbs. (87 kg) at 5'8'' (1.73 m),
9604,unknown,,,,Johnny Ova,,,,
9605,Dean Smith,"Milwaukee, Wisconsin (United States of America)",12th June 1974 (age 47),,Tejas,30th October 1998 (23 years ago),,,
9606,Jon Nowasielski,,,,Johnny Maxx,,,225 lbs. (102 kg) at 6'4'' (1.93 m),
9607,unknown,,,,Shorty Smalls,,,,
9610,Fabio Chiesa,Canada,5th November 1967 (age 54),,Fabulous Fabio,1989,,,
9611,unknown,,,,Darien Karisma,,,,
9612,Brendan Higgins,"Providence, Rhode Island (United States of America)",26th September 1963 (age 58),,Knuckles Nelson,1993,,225 lbs. (102 kg) at 6'0'' (1.83 m),
9615,James Lehman,,27th May 1976 (age 45),,Jagger,14th March 1998 (24 years ago),,,
9616,Andrew Ceelen,,,,Dino Bambino,,,,
9617,Brian R. Teigland ,"Memphis, Tennessee (United States of America)",30th June 1955,25th July 2008,Brian Teigland,,,,
9618,Mike Rapuano,,,,Bobby Rogers,,,223 lbs. (101 kg) at 5'9'' (1.75 m),
9619,unknown,Quebec (Canada),,,Steve Belanger,,,,
9620,unknown,,,,Wendell Cooley,,,220 lbs. (100 kg) at 6'1'' (1.85 m),
9621,unknown,Newfoundland and Labrador (Canada),,,Yvan the Imitator,,,297 lbs. (135 kg) at 5'11'' (1.80 m),
9622,unknown,,,,Danny Blackheart,,,,
9623,Pete Miletto,"Charlotte, North Carolina (United States of America)",30th June ???,,Rik Ratchett,1992,,212 lbs. (96 kg) at 5'10'' (1.78 m),
9624,Jon Allen Stewart,"Chicago, Illinois (United States of America)",4th March 1967 (age 55),,Johnnie Stewart,23rd April 1986 (35 years ago),,227 lbs. (103 kg) at 6'1'' (1.85 m),
9625,unknown,,,,Chuey Little Fox,,,,
9627,Marlon Matias,"Curitiba, Paraná (Brazil)",,,Marlon Matias,29th November 2003 (18 years ago),,155 lbs. (70 kg) at 5'5'' (1.65 m),
9628,Jeremy Freitag,"Sacramento, California (United States of America)",,,Jeremy Freitag,19th August 2004 (17 years ago),,205 lbs. (93 kg) at 6'1'' (1.85 m),
9629,Anthony Ruíz,"Coarsegold, California (United States of America)",3rd November 1977 (age 44),,Anthony Ruíz,16th February 2003 (19 years ago),,205 lbs. (93 kg) at 6'0'' (1.83 m),
9631,unknown,Mexico,,,Centauro,,,203 lbs. (92 kg) at 5'11'' (1.80 m),
9632,unknown,Mexico,7th February 1977 (age 45),,Ángel Nocturno,27th November 2000 (21 years ago),,216 lbs. (98 kg) at 5'10'' (1.78 m),
9633,unknown,,,,Dave Duran,,,,
9634,unknown,,3rd June 1946 (age 75),,John Kenny,1973,,196 lbs. (89 kg) at 6'0'' (1.83 m),
9635,unknown,,,,Rico Morales,1991,,243 lbs. (110 kg) at 5'11'' (1.80 m),
9641,unknown,,,,Patrick Hernández,,,,
9642,unknown,,,,Mick Danger,,,,
9643,unknown,,,,Nikki Strychnine,,,,
9644,unknown,,,,Preach,,,,
9645,unknown,,,,Super Electro,,,,
9646,unknown,,,,Makaze,,,,
9647,unknown,,,,D'Mon G,,,,
9648,unknown,"Los Angeles, California (United States of America)",3rd August ???,,Kevin James Sánchez,2000,,210 lbs. (95 kg) at 5'8'' (1.73 m),
9649,unknown,,,,Rat Boy,,,,
9650,unknown,,,,Super Castaldi,,,,
9651,unknown,,,,Keith Smith,,,,
9654,unknown,"Keighley, West Yorkshire, England (United Kingdom)",,??th June 2015,Brian Trevors,,,,
9659,Geoffrey Condliffe,"Crewe, Cheshire, England (United Kingdom)",11th January 1923,26th July 1993,Count Bartelli,??th June 1939,,,
9661,BJ Walker,California (United States of America),,,Sonny Samson,,,249 lbs. (113 kg) at 6'1'' (1.85 m),
9662,unknown,United Kingdom,,,Steve Jay,,,,
9663,unknown,"Santa Clarita, California (United States of America)",22nd April 1980 (age 41),,Bo Cooper,4th May 1996 (25 years ago),,301 lbs. (137 kg) at 6'2'' (1.88 m),
9667,unknown,,,,Curtis Slamdawg,,,,
9670,unknown,,,25th November 2013,Ray Crawley,,,,
9671,Alan Turner,"Birmingham, West Midlands, England (United Kingdom)",,,Tarantula,,,,
9672,unknown,,,,The Wild Man of Borneo,,,,
9673,unknown,,,,Super J,,,,
9674,unknown,,,,Tai Weed,,,,
9675,Greg Pawluk,"Calgary, Alberta (Canada)",,,Greg Pawluk,1996,,,
9676,unknown,Canada,,,Kevin Martel,,,,
9677,Anthony Franco,,,,Anthony Franco,2nd October 2004 (17 years ago),,,
9679,Daniel Vander Grient,"Calgary, Alberta (Canada)",,,Dandy Myers,??th May 2001,,205 lbs. (93 kg) at 6'2'' (1.88 m),
9680,unknown,,,,Phoenix Taylor,,,,
9681,Martin Luther Sever,"Austin, Ohio (United States of America)",20th September 1923,4th August 2001,Tiger Severs,,,,
9682,unknown,,,,Hell Storm,,,,
9683,unknown,"Las Vegas, Nevada (United States of America)",2nd August 1976 (age 45),,Damian Dragon,??th December 1996,,192 lbs. (87 kg) at 5'8'' (1.73 m),
9685,Joshua Payne,United States of America,30th September 1982 (age 39),,Rainbow Warrior,,,,5'10'' (1.78 m)
9686,unknown,,,??th August 2021,Bearcat Brody,,,320 lbs. (145 kg) at 6'2'' (1.88 m),
9687,unknown,,,,Bill Bain,17th February 2002 (20 years ago),,218 lbs. (99 kg) at 6'2'' (1.88 m),
9690,unknown,,,,Bobby Keller,,,,
9694,unknown,,,,Shane Shadows,,,,
9698,unknown,,,,Ravage,,,,
9699,unknown,,,,Zubov,,,,
9702,Robert Connelley ,"Bridgewater, Virginia (United States of America)",26th March 1988 (age 33),,Bobby Fonta,2004,,175 lbs. (79 kg) at 5'6'' (1.68 m),
9703,unknown,,,,Nikki Fuller ,,,,
9704,unknown,,,,Melicious,,,,
9705,unknown,Florida (United States of America),,,Tony Omega,,,210 lbs. (95 kg) at 5'10'' (1.78 m),
9707,unknown,,,,JT Wolfen,1989,,175 lbs. (79 kg) at 5'6'' (1.68 m),
9711,Linda Hawker,,27th October 1945 (age 76),,Miss Linda ,,,,
9712,Klaas Overwijk,Netherlands,,,Fury,,,202 lbs. (92 kg) at 6'0'' (1.83 m),
9713,unknown,,,,Jimmy Trump,,,,
9714,unknown,,,,Stash,,,,
9716,unknown,,,,Steve Manzano,,,,
9717,Aaron Mahoney,"Williamsport, Pennsylvania (United States of America)",,,Aaron Mahoney,,,,
9718,unknown,,,,Isis ,,,,
9719,Héctor Melendez,Ponce (Puerto Rico),,,Jack Melendez,,,,
9720,unknown,,,,Jaxon Breeze,,,,
9721,unknown,,,,Jimmy Kennedy,,,,
9722,unknown,,,,Johnny Wicker,,,,
9723,unknown,,,,Miss Bunny ,,,,
9724,unknown,,,,Jessica Walters,,,,
9725,unknown,,,,Jeff Hammond,,,,
9726,unknown,,,,Peter Bellotti,,,,
9727,unknown,,,,Phil Phair,,,,
9728,unknown,,,,Tom Conway,,,,
9730,unknown,,,,Officer Mercy,,,,
9731,unknown,,,,Amit Rambojam,,,,
9732,unknown,United Kingdom,,,Barbell Bateman,,,,
9734,unknown,,,,Chris Leonard,,,,
9735,Daniel Beckwith,United Kingdom,,,Danny Beckwith,,,,
9736,unknown,"Stamford, Connecticut (United States of America)",1982,,Dan the Man,,,,5'10'' (1.78 m)
9737,unknown,,,,Derrick Driver,,,,
9738,unknown,,,,Vic Devine,,,,
9739,unknown,,,,Paul Turner,,,,
9741,unknown,"Trowbridge, Wiltshire, England (United Kingdom)",1981,,The Gangster,14th July 1994 (27 years ago),,300 lbs. (136 kg) at 6'0'' (1.83 m),
9742,unknown,,,,Magaki,,,,
9743,Letoa Fanene Maivia,"Honolulu, Hawaii (United States of America)",2nd September 1980 (age 41),,Toa Maivia,,,,6'1'' (1.85 m)
9744,unknown,,,,Tiffany Shepsis ,,,,
9747,Imani Lee,"Moreno Valley, California (United States of America)",17th July 1977,17th June 2015,Imani Lee,17th November 2006 (15 years ago),,330 lbs. (150 kg) at 6'5'' (1.96 m),
9749,Kevin Keenan,"Sellersville, Pennsylvania (United States of America)",10th September 1985 (age 36),,Kevin Keenan,,,,
9750,Jeff Ailshie,,,,Jeff Anderson,,,,6'0'' (1.83 m)
9752,Hidehito Funakoshi,Japan,30th March 1960 (age 61),,Phantom Funakoshi,,,179 lbs. (81 kg) at 5'9'' (1.75 m),
9754,unknown,,,,Satine,,,,
9755,unknown,Quebec (Canada),,,Jayzon Reaper,,,,
9757,Greg Donaldson,"Edmonton, Alberta (Canada)",1983,,Lucas Drago,,,254 lbs. (115 kg) at 6'7'' (2.01 m),
9759,Hiram F. Keller,,30th August 1969,20th September 2005,Heinrich Franz Keller,,,,
9762,unknown,,,,Powerhouse Hughes,,,,
9763,Kevin Hughes,,13th January 1959 (age 63),,Butcher Hughes,,,,
9764,Darren Ward,"Leeds, West Yorkshire, England (United Kingdom)",,,Tarzan Boy Darren,,,,
9765,Drake Dexton,,17th October ???,,Drake Dexton,??th March 1998,,310 lbs. (141 kg) at 6'4'' (1.93 m),
9767,unknown,,,,Norton Lewis,,,,
9768,unknown,"Beaumont, Texas (United States of America)",,,Scott Chase,1998,,250 lbs. (113 kg) at 6'1'' (1.85 m),
9769,Edward Melowsky,,,1985,Pat Murphy,,,,
9770,unknown,,17th May 1973 (age 48),,Mark Pain,,,,
9771,unknown,Jamaica,1983,,Rastakhan,,,,6'2'' (1.88 m)
9772,unknown,"Reno, Nevada (United States of America)",12th February ???,,Jeremy Jaeger,,,178 lbs. (81 kg) at 5'8'' (1.73 m),
9773,unknown,South Africa,,,Gerry de Jager,1948,,,
9774,unknown,,,,Jerry Forsaken,,,,
9775,unknown,"Courtételle, Jura (Switzerland)",25th January 1991 (age 31),,M Tattoo,2006,,243 lbs. (110 kg) at 6'2'' (1.88 m),
9777,Takeshi Ono,"Machida, Tokyo (Japan)",30th September 1974 (age 47),,Takeshi Ono,17th February 1994 (28 years ago),,172 lbs. (78 kg) at 5'10'' (1.78 m),
9778,unknown,,,,Despina Montagas ,,,,
9779,unknown,"Emmenbrücke, Luzern (Switzerland)",,,Tribun,2003,,,
9781,Lucas Petersen,"Niebüll, Schleswig-Holstein (Germany)",1st July ???,,Lukas Robinson,2014,,176 lbs. (80 kg) at 5'9'' (1.75 m),
9782,unknown,,,,Chelsea ,,,,
9783,unknown,"Delsberg, Jura (Switzerland)",9th October 1985 (age 36),,Rifle ,2006,,,5'6'' (1.68 m)
9784,unknown,"Monterrey, Nuevo León (Mexico)",,,Hunter Jr.,,,,
9785,unknown,"Tijuana, Baja California (Mexico)",,,Huracán Negro,,,,
9786,Richard Neal Hatfield,,,,Ricky Fields,,,,
9787,James Doyle White,"Rogersville, Tennessee (United States of America)",11th July 1942,7th January 2010,Jim White,1957,,,
9788,unknown,,,,Roy Klein,,,,
9789,unknown,,,,Jim Hyde,,,,
9791,unknown,,,,Nicky Monroe ,,,,
9792,unknown,,,,Kirk Melnick,,,,
9793,unknown,,,,Karnage,,,,
9795,unknown,,,,Matt Richards,,,,
9796,Deryck Barton,"Calgary, Alberta (Canada)",1987,,Deryck Crosse,2004,,200 lbs. (91 kg) at 6'0'' (1.83 m),
9798,unknown,Alberta (Canada),5th August 1990 (age 31),,Alex Plexis,??th October 2005,,,5'11'' (1.80 m)
9799,Mario Fuentes,Mexico,,,Médico Asesino Jr.,,,,
9800,unknown,"Detroit, Michigan (United States of America)",,,Devil Dawg,1998,255 lbs. (116 kg),,
9802,unknown,Mexico,23rd August 1986 (age 35),,Maverick,2nd December 2007 (14 years ago),,,
9803,unknown,"Celaya, Guanajuato (Mexico)",,,Inmortal,,,,
9804,Bryan Shannon,New Jersey (United States of America),22nd November ???,,Judas Young,20th March 1998 (23 years ago),,176 lbs. (80 kg) at 5'9'' (1.75 m),
9805,Richard B. Craddock,,,,Dick Craddock,,,,
9808,James Orval Browning,"Verona, Missouri (United States of America)",31st March 1903,19th June 1936,Jim Browning,,,,
9809,unknown,,,,Dave Burkhead,,,,
9811,unknown,"Hamilton, Ontario (Canada)",10th September 1948 (age 73),,Brian Mackney,,238 lbs. (108 kg),,
9812,unknown,,,3rd January 1997,Rick Martello,,,,
9813,Joseph Afa Masaga,,,,Samoan Joe,,,,
9814,Paul Mason,,5th June 1985,15th August 2003,Chip Douglas,,,,
9816,Simon Davies,"Wallasey, Merseyside, England (United Kingdom)",7th May 1988 (age 33),,TNT,2006,,251 lbs. (114 kg) at 6'0'' (1.83 m),
9817,unknown,Finland,,,Habanero,26th July 2008 (13 years ago),,192 lbs. (87 kg) at 6'1'' (1.85 m),
9825,unknown,Mexico,,,El Goleador,,,212 lbs. (96 kg) at 5'10'' (1.78 m),
9826,unknown,United Kingdom,,,Steven Gauntley,,,,
9829,Luke Joseph Cummo,"New Hyde Park, New York (United States of America)",27th April 1980 (age 41),,Luke Cummo,12th October 2002 (19 years ago),,170 lbs. (77 kg) at 6'0'' (1.83 m),
9831,Tamdan Wade McCroy,"Ithaca, New York (United States of America)",5th November 1986 (age 35),,Tamdan McCrory,3rd June 2006 (15 years ago),,170 lbs. (77 kg) at 6'4'' (1.93 m),
9832,André Machado Gusmão,Brazil,19th May 1977 (age 44),,André Gusmão,22nd April 2006 (15 years ago),,205 lbs. (93 kg) at 6'2'' (1.88 m),
9834,unknown,United Kingdom,26th May 1983 (age 38),,Jay Beaver,,,,
9837,unknown,United Kingdom,,,Lycan,2002,,,
9839,Chris Chandler,"Wigan, Greater Manchester, England (United Kingdom)",,,Chris Echo,??th February 2004,,198 lbs. (90 kg) at 5'10'' (1.78 m),
9840,Dominic Nix,"Accrington, Lancashire, England (United Kingdom)",,,The Great Suzuki,,193 lbs. (88 kg),,
9841,unknown,"Manchester, Greater Manchester, England (United Kingdom)",,,Thor Larsen,??th March 2008,,349 lbs. (158 kg) at 6'2'' (1.88 m),
9842,unknown,United Kingdom,,,Mya,??th August 2007,179 lbs. (81 kg),,
9843,unknown,United Kingdom,15th September 1982 (age 39),,Mike Holmes,,219 lbs. (99 kg),,
9844,unknown,United Kingdom,,,Flood,??th June 2003,246 lbs. (112 kg),,
9847,unknown,United Kingdom,,,Benson Richards,,210 lbs. (95 kg),,
9848,Dom Travis,"Bolton, Greater Manchester, England (United Kingdom)",1st November 1981,14th April 2012,Dom Travis,,,246 lbs. (112 kg) at 6'2'' (1.88 m),
9850,Kenneth David Stidger,,4th May 1942,26th September 2017,Ken Hawk,,,,
9851,unknown,,,,Gustavo Mendoza,,,,
9860,unknown,"London, Greater London, England (United Kingdom)",,XXXX,Steve Logan,,,,
9861,Benedetto (Benedict) Rudolph Marfuggi,"Newark, New Jersey (United States of America)",28th August 1914,??th December 1988,Ben Marfuggi,,,,
